縣市代碼,專用標識編號,旅館名稱,電話或手機號碼,營業地址,客房最低定價,客房最高定價,房間數
63000,臺北市旅館368號,雀客旅館台北信義,(02)23459777、 0908-715217,110臺北市信義區信義路四段468號3-13樓,22800,33800,88
63000,臺北市旅館369號,台北馥華商旅南港館,(02)27852655,115臺北市南港區三重路23號1-4樓,13000,13000,66
63000,臺北市旅館370號,東門大旅社,(02)23560210,100臺北市中正區臨沂街78號2-4樓,650,2200,26
63000,臺北市旅館371號,天閣酒店(台北南西),(02)25679999,104臺北市中山區南京西路3號1至9樓,11800,11800,52
63000,臺北市旅館374號,城市商旅南東館,(02)27425888,105臺北市松山區南京東路五段411號地下三樓至7樓,3000,20000,127
63000,臺北市旅館375號,雀客旅館台北內湖,(02)87925319,114臺北市內湖區民權東路六段123巷34弄1號1至12樓,18480,39600,87
63000,臺北市旅館376號,洛碁大飯店林森館,(02)25955225,104臺北市中山區林森北路617號1至10樓,3000,17000,80
63000,臺北市旅館377號,探索汽車旅館延平館,(02)88112588,111臺北市士林區延平北路五段23號2至5樓及23之1號2至5樓,3380,12880,40
63000,臺北市旅館378號,意寬精品旅館 HOME HOTEL,(02)87890111,110臺北市信義區松仁路90號1樓、3至12樓,5900,50000,121
63000,臺北市旅館380號,柯達大飯店敦南店,(02)27323333,106臺北市大安區敦化南路二段238號B1-14樓,15000,22000,77
63000,臺北市旅館381號,二十輪旅店,(02)23810500,108臺北市萬華區武昌街二段72號5樓、6樓、10樓,4900,5400,48
63000,臺北市旅館385號,富驛時尚酒店　,(02)55720777,104臺北市中山區南京東路三段131號10樓至13樓,7590,21620,180
63000,臺北市旅館386號,台北西門町意舍酒店,(02)23755111,108臺北市萬華區武昌街二段77號5-10樓,3927,18249,162
63000,臺北市旅館387號,西門航棧旅館,(02)23880777,"108臺北市萬華區中華路一段144號7-8樓,7樓之1,8樓之1",2280,22880,38
63000,臺北市旅館389號,香樹花園酒店,(02)85023955,104臺北市中山區堤頂大道二段566號1樓、2樓、4 樓（四層至六層）、7樓（七層至十一層）,18000,67500,84
63000,臺北市旅館392號,薆悅酒店,(02)23753388,108臺北市萬華區西寧南路107號1至10樓,8000,12000,53
63000,臺北市旅館393號,洛碁大飯店舞衣南京館,(02)25035511,104臺北市中山區南京東路二段163號1-8樓,3000,18000,40
63000,臺北市旅館394號,承攜行旅台北信義館,(02)23453511,110臺北市信義區基隆路二段15-2號,15000,31680,20
63000,臺北市旅館395號,大倉久和大飯店,(02)25231111,104臺北市中山區南京東路1段9號,50000,160000,208
63000,臺北市旅館397號,西門星辰精典大飯店,(02)23831123,108臺北市萬華區峨眉街72號1至8樓,3380,5380,25
63000,臺北市旅館398號,西門星辰大飯店,(02)23898898,108臺北市萬華區峨眉街94號2至9樓,4880,9380,65
63000,臺北市旅館399號,六福居,(02)77010165,104臺北市中山區南京東路一段38號,12000,17000,49
63000,臺北市旅館400號,橙舍背包客國際青年旅館,(02)23119559,108臺北市萬華區漢口街二段41號1-3樓,3600,9000,5
63000,臺北市旅館402號,洛碁大飯店建北館,(02)25095151,104臺北市中山區建國北路一段138巷1號、140號、140號2至11樓、142號、144號,3000,28000,59
63000,臺北市旅館407號,尚印旅店,(02)25682270,104臺北市中山區中山北路二段71號8樓,8800,11800,23
63000,臺北市旅館408號,俞美飯店,(02)23883008,108臺北市萬華區武昌街二段106號2-8樓,1500,12000,42
63000,臺北市旅館409號,長弘時尚旅店,(02)25420101,104臺北市中山區長春路56號3至5樓　,7000,10000,24
63000,臺北市旅館410號,西門邑居自由旅行會館,(02)23616167,108臺北市萬華區西寧南路67號10樓,2300,3800,8
63000,臺北市旅館411號,新麗旅店,(02)23817899,"108臺北市萬華區開封街二段53號3-5,7-9樓",5200,6800,22
63000,臺北市旅館412號,東棧商務旅店,(02)27117721,"106臺北市大安區忠孝東路四段209號8樓,8樓-1,-2,211號8樓,8樓-1",10000,20000,23
63000,臺北市旅館413號,世方旅居文旅,(02)25025000,"104臺北市中山區松江路485號1至5樓,5樓之1-3,6-7樓,7樓之1-5 ",3000,18000,121
63000,臺北市旅館415號,北投天玥泉溫泉會館,(02)28988661,112臺北市北投區中山路3號3樓,12800,12800,21
63000,臺北市旅館416號,WESTGATE HOTEL 永安棧,(02)23313161,108臺北市萬華區中華路一段148號1樓、148之1號1樓及150號1至10樓,4000,50000,121
63000,臺北市旅館417號,儷夏商旅,(02)23116168,108臺北市萬華區中華路一段90號4樓、5樓、6樓、8樓,15000,20000,85
63000,臺北市旅館418號,台糖台北會館,(02)23885522,100臺北市中正區中華路一段39號,5000,7200,68
63000,臺北市旅館419號,台北馥華商旅敦北館,(02)66131300,105臺北市松山區敦化北路4巷52號1至7樓,10200,12800,73
63000,臺北市旅館420號,福泰桔子商務旅館西門店,(02)23115556,108臺北市萬華區中華路一段166之2號1至11樓,5800,6800,60
63000,臺北市旅館421號,富裕自由商旅,(02)27413147,106臺北市大安區忠孝東路四段235號2樓、2樓之1、3樓、3樓之1、4樓之1、5樓之1、6樓之1、7樓、7樓之1及9樓,10000,25000,67
63000,臺北市旅館423號,天閣酒店(台北長安) ,(02)25317777,104臺北市中山區林森北路80號1至14樓  ,8200,20000,80
63000,臺北市旅館424號,東驛商務旅館,(02)23831999,108臺北市萬華區昆明街76號8-9樓,8000,12000,34
63000,臺北市旅館425號,西悠巢旅台北館,(02)25585500,103臺北市大同區民生西路198號之2 (代表號),3400,5280,87
63000,臺北市旅館428號,柯達大飯店台北松江 ,(02)25159999,104臺北市中山區松江路251號 ,2000,22000,85
63000,臺北市旅館429號,三隻老虎青年旅館,(02)23755299,108臺北市萬華區康定路25巷39號4樓,1700,5200,7
63000,臺北市旅館430號,意芙旅店,(02)25532133,103臺北市大同區延平北路二段197號2樓,5980,9900,20
63000,臺北市旅館431號,老爺會館台北林森,(02)25676336,104臺北市中山區林森北路83號4至10樓、11樓、11樓之1、11樓之2、12樓、12樓之1、12樓之2,3000,15000,81
63000,臺北市旅館432號,大師會館國際酒店,(02)25597722,103臺北市大同區市民大道1段211號16樓等25室,6000,15500,24
63000,臺北市旅館433號,和逸．台北民生館,(02)77063399,104臺北市中山區民生東路二段178號1至12樓,13000,85000,134
63000,臺北市旅館434號,謙商旅-東門館,(02)23582520,100臺北市中正區信義路二段163號,7880,20880,85
63000,臺北市旅館435號,華泰瑞舍,(02)25310699,"104臺北市中山區林森北路357及359號2樓,-1,-2,-3,-5,-6至7樓,-1,-2,-3,-5,-6、2樓-7,-8,-9至5樓-7,-8,-9",21000,28000,48
63000,臺北市旅館437號,尚印旅店-二?,(02)25682810,104臺北市中山區中山北路二段71號10樓,8800,11800,20
63000,臺北市旅館438號,品格子旅店,(02)23114511,100臺北市中正區公園路13號10樓,6000,6000,34
63000,臺北市旅館439號,路境行旅-府前館,(02)23899595,100臺北市中正區重慶南路一段86號,6880,22880,158
63000,臺北市旅館441號,和逸 台北忠孝館,(02)77253399,100臺北市中正區忠孝東路一段31號1至12樓,15000,85000,123
63000,臺北市旅館442號,皇家玫瑰旅館中山館,(02)25317333,104臺北市中山區林森北路133巷8號3樓、4樓、7樓,18000,18000,16
63000,臺北市旅館443號,明星大飯店,(02)23755227,108臺北市萬華區成都路21號2至3樓、23號2至3樓、27巷1號2至3樓,12880,16880,34
63000,臺北市旅館444號,橙舍青年旅館（臺北二館）,(02)23119559,"108臺北市萬華區漢口街二段56號2-3樓,58號3樓",3600,16000,22
63000,臺北市旅館445號,酩月大飯店,(02)23755218,108臺北市萬華區成都路21號4至5樓，23號4至5樓，27巷1號4至5樓,12880,16880,31
63000,臺北市旅館446號,方舟旅店,(02)23912600,100臺北市中正區信義路二段255號1至4樓,5500,5500,12
63000,臺北市旅館447號,丰居旅店雙連館,(02)23112555,"104臺北市中山區民生東路一段42號2,3樓,-1至-5",7000,10000,47
63000,臺北市旅館448號,蜂巢 Bee House,(02)25599000,"103臺北市大同區太原路55, 57號2至5樓",5200,7200,31
63000,臺北市旅館449號,旅樂序精品旅館,(02)23832727,100臺北市中正區館前路8號10樓、11樓,5800,7800,34
63000,臺北市旅館450號,龍蝦先生的秘密巢穴,(02)25558752,103臺北市大同區重慶北路一段22號9樓,640,4400,33
63000,臺北市旅館451號,途中‧台北國際青年旅舍,(02)28910230,112臺北市北投區光明路82號1至5樓,2000,5600,10
63000,臺北市旅館452號,台北慕軒飯店，臻品之選,(02)77266699,106臺北市大安區敦化南路一段331號1-13樓,19000,130000,124
63000,臺北市旅館453號,復新文旅 ,(02)77337959、 0933-336618,"104臺北市中山區復興北路282號3,6樓 ",5000,6500,19
63000,臺北市旅館456號,洛碁大飯店中華館,(02)23705158,100臺北市中正區中華路一段41號2樓、3樓、10樓至14樓,3000,28000,197
63000,臺北市旅館457號,台北漫步旅店,(02)23831334,108臺北市萬華區成都路163號2至6樓,18000,28000,27
63000,臺北市旅館458號,儷夏旅館-西寧館,(02)23616999,108臺北市萬華區西寧南路30號3樓、9樓,3000,21000,31
63000,臺北市旅館459號,皇家玫瑰旅館站前館,(02)25217222,104臺北市中山區華陰街3號1-4樓,3000,18000,12
63000,臺北市旅館460號,昌亞旅館,(02)25863161,104臺北市中山區林森北路673號1至7樓,8000,8000,29
63000,臺北市旅館461號,台北文華東方酒店,(02)27156888,105臺北市松山區敦化北路158號B3-14樓,39850,693000,303
63000,臺北市旅館462號,大地清旅,(02)27110102,104臺北市中山區長安東路二段246號4至5樓,2500,8500,36
63000,臺北市旅館463號,雀客旅館　,(02)77266277,104臺北市中山區松江路253號1至13樓,9800,12000,65
63000,臺北市旅館465號,安庭澔思青年旅舍,(02)25526176,103臺北市大同區承德路一段66號12樓,2500,8000,4
63000,臺北市旅館466號,卡樂町旅店,(02)23826000,108臺北市萬華區內江街55巷22號,2288,2288,20
63000,臺北市旅館467號,信星旅館,(02)25562015,103臺北市大同區華陰街48號至48之11號4樓、50號至50之11號5樓,3200,4200,57
63000,臺北市旅館468號,昇美精旅,(02)25111399,104臺北市中山區新生北路二段25號1至6樓,18000,28800,42
63000,臺北市旅館469號,千彩格精品旅店　,(02)25637555,104臺北市中山區林森北路286號2至3樓,6880,14000,19
63000,臺北市旅館470號,有誠商旅,(02)88615599,111臺北市士林區至善路二段55號4樓至10樓,11000,18000,64
63000,臺北市旅館471號,拾光行旅,(02)25574999,103臺北市大同區延平北路二段255號2樓,8000,10000,49
63000,臺北市旅館474號,首都大飯店松山館,(02)77375577,105臺北市松山區八德路四段658號1至12樓,13200,19800,123
63000,臺北市旅館476號,皇家玫瑰旅館西門館,(02)23819333,108臺北市萬華區西寧南路63之1號,15000,15000,7
63000,臺北市旅館477號,洛碁大飯店驛,(02)23819199,100臺北市中正區重慶南路1段21號1至10樓及15號2至10樓,6000,36000,103
63000,臺北市旅館478號,思泊客,(02)27230999,"110臺北市信義區信義路五段16號B1,18號B1,B1-1",11800,11800,45
63000,臺北市旅館479號,誠品行旅,(02)66262888,110臺北市信義區菸廠路98號、2樓、3樓,26000,200000,104
63000,臺北市旅館481號,松哖酒店,(02)27070101,106臺北市大安區仁愛路三段6號及8號1至12樓,8500,18000,89
63000,臺北市旅館482號,台北西門窩青年旅館,(02)23315100,108臺北市萬華區漢中街42號8樓,3000,3000,6
63000,臺北市旅館483號,凡登商旅●二館,(02)87710852,106臺北市大安區忠孝東路4段197號14樓之2、6、8,20000,20000,32
63000,臺北市旅館484號,沃田旅店,(02)28752288,111臺北市士林區中山北路七段127號1至13樓,2400,7500,172
63000,臺北市旅館485號,承攜行旅台北復北館,(02)27122155,105臺北市松山區復興北路307號1至7樓,18000,22000,65
63000,臺北市旅館486號,瘋台北青旅,(02)23821818,100臺北市中正區延平南路21號2樓及6樓,25600,25600,17
63000,臺北市旅館488號,豪景大酒店新館,(02)23113130,108臺北市萬華區成都路173之1號B2及1至7樓,6600,11000,48
63000,臺北市旅館489號,天閣酒店台北復興,(02)87128000,105臺北市松山區復興北路147號1至12樓,10200,30000,70
63000,臺北市旅館491號,互舍商旅台北館,(02)25533919,103臺北市大同區重慶北路二段172號1至14樓、5樓之1至14樓之1及174號、保安街13、11號4樓,3600,36000,148
63000,臺北市旅館492號,品格子旅店西門館,(02)23618008,108臺北市萬華區西寧南路30號8樓,750,7600,35
63000,臺北市旅館493號,台北中山意舍酒店,(02)25652828,104臺北市中山區中山北路二段57之1號1至8樓,5100,15500,90
63000,臺北市旅館495號,小公館人文旅舍,(02)27690200,"105臺北市松山區南京東路五段399號5,8,14樓",6000,25200,20
63000,臺北市旅館497號,?美精旅,(02)23832088,100臺北市中正區重慶南路1段111號,8000,16000,38
63000,臺北市旅館499號,綺樂文旅 康定館,(02)23615868,108臺北市萬華區康定路32號1至6樓,8800,8800,23
63000,臺北市旅館500號,北門臥客青年旅舍,(02)25557177,103臺北市大同區甘谷街26號2樓之1,4000,8000,5
63000,臺北市旅館502號,新驛旅店復興北路店,(02)25158777,104臺北市中山區復興北路338號,9600,15500,120
63000,臺北市旅館503號,朵兒旅館,(02)25232699,104臺北市中山區新生北路1段66號2樓 ,2000,29000,7
63000,臺北市旅館505號,東楓商旅,(02)27211511,106臺北市大安區忠孝東路四段209號7樓、7樓之1、7樓之2、211號7樓,2000,20000,22
63000,臺北市旅館507號,浩室物業1館,(02)77553617,108臺北市萬華區昆明街316號、318號,2400,9600,11
63000,臺北市旅館508號,艾特文旅,(02)23885558,108臺北市萬華區武昌街二段124之2號4樓,13920,17520,29
63000,臺北市旅館509號,賦樂旅居,(02)27111118,106臺北市大安區大安路一段56號、56號4樓,16170,24255,42
63000,臺北市旅館512號,清翼居旅店童話館,(02)23117168,100臺北市中正區開封街1段36號3-7樓,6900,8900,39
63000,臺北市旅館514號,城市商旅德立莊分館,(02)23757777,100臺北市中正區秀山街4號5-12樓、15樓；衡陽路99號5-12樓、15樓；延平南路110號5-11樓、15樓,18000,20000,535
63000,臺北市旅館515號,町記憶旅店,(02)23709830,108臺北市萬華區昆明街117號、117之1至之6號及119號、119之1至之6號1至7樓,16800,28800,42
63000,臺北市旅館516號,鉑泊客,(02)23755555,100臺北市中正區漢口街1段50號1-5樓,3080,3680,58
63000,臺北市旅館518號,約克旅店,(02)23705528,100臺北市中正區南陽街13號4樓,2280,5690,17
63000,臺北市旅館519號,台北發現青年旅舍,(02)25980209,104臺北市中山區民權東路二段21號5、6樓,6000,14000,7
63000,臺北市旅館520號,二十輪旅店大安店,(02)27032220,106臺北市大安區大安路一段183號，185號，185號2樓至7樓,4500,26000,30
63000,臺北市旅館521號,福爾摩莎壹零壹旅館,(02)23771579,110臺北市信義區基隆路二段115號5樓、5樓之1及9樓,1650,4400,34
63000,臺北市旅館523號,台北六福萬怡酒店,(02)21716565,115臺北市南港區忠孝東路七段359號7-30樓,12000,100000,465
63000,臺北市旅館525號,番茄行旅,(02)25555930,103臺北市大同區太原路156-2號5樓,4000,6500,5
63000,臺北市旅館526號,壹零壹艾美琪旅店,(02)27728101,106臺北市大安區復興南路一段126巷1號4樓,18000,28800,36
63000,臺北市旅館528號,沃客商旅-西門館,(02)23812633,108臺北市萬華區中華路一段144號10樓,980,19800,23
63000,臺北市旅館530號,甄美精品商旅,(02)25639696,104臺北市中山區林森北路259巷9號2樓,18000,22000,41
63000,臺北市旅館532號,天使青旅,(02)23131319,100臺北市中正區衡陽路51號2樓之2,399,1320,8
63000,臺北市旅館533號,能量旅店,(02)23121211,108臺北市萬華區康定路25巷38號,4800,6400,4
63000,臺北市旅館534號,洛碁大飯店南京館,(02)25098882,104臺北市中山區南京東路三段8號1樓至14樓,3000,30000,116
63000,臺北市旅館538號,藝宿商旅,(02)25506655,103臺北市大同區重慶北路一段116號2樓至11樓及11樓夾層,6160,8800,69
63000,臺北市旅館539號,方舟旅店 長安復興,(02)27727750,104臺北市中山區長安東路二段246號3樓、10樓及11樓,4300,18880,82
63000,臺北市旅館540號,峻美精旅,(02)25312338,104臺北市中山區長春路62號6樓 ,13000,22000,15
63000,臺北市旅館541號,天雲旅棧台北基河,(02)28856666,111臺北市士林區基河路18號,20000,20000,31
63000,臺北市旅館542號,台北天晴旅店,(02)23319391,100臺北市中正區懷寧街92-2號1至6樓,5000,20000,15
63000,臺北市旅館544號,丰居旅店忠孝館,(02)77116368,106臺北市大安區復興南路1段126巷1號3樓(含3樓、3樓夾層、4樓),2420,20000,21
63000,臺北市旅館545號,怡品商旅,(02)27766136,106臺北市大安區忠孝東路四段87號13﹑14樓,1000,25000,81
63000,臺北市旅館546號,姆提文創旅店,(02)23897563,106臺北市大安區信義路三段147巷5弄4號1樓,2380,16000,11
63000,臺北市旅館547號,禾順行旅,(02)23081000,108臺北市萬華區廣州街247號及247號2至6樓,10000,20000,98
63000,臺北市旅館548號,清翼居旅店采風館,(02)23123661,100臺北市中正區南陽街8號2至5樓,6500,8000,50
63000,臺北市旅館549號,丰居旅店北車館,(02)23142121,100臺北市中正區重慶南路一段60號,10000,12000,23
63000,臺北市旅館553號,米尼旅店,(02)23881516,100臺北市中正區忠孝西路一段23號5至6樓,1000,3260,8
63000,臺北市旅館554號,寧夏2號旅店,(02)25507619,103臺北市大同區寧夏路2號,14880,16880,19
63000,臺北市旅館556號,台北松山意舍酒店,(02)26532828,115臺北市南港區市民大道七段8號17樓至21樓,3465,135135,190
63000,臺北市旅館557號,趣旅館‧林森館,(02)25683242,104臺北市中山區林森北路487號1樓至2樓,3650,11700,123
63000,臺北市旅館558號,綺樂文旅 開封館,(02)23615889,100臺北市中正區開封街一段35號1至8樓,2300,12000,63
63000,臺北市旅館559號,洛碁大飯店松山館,(02)27837088,115臺北市南港區玉成街149號,3000,30000,97
63000,臺北市旅館560號,獅城旅館,(02)25591231,103臺北市大同區華陰街179號3-5樓,600,2480,67
63000,臺北市旅館561號,日日吉旅店,(02)25991787,103臺北市大同區昌吉街1號 1樓至3樓,980,2380,21
63000,臺北市旅館562號,路徒行旅-中華館,(02)23120589,100臺北市中正區延平南路68號,8880,35880,68
63000,臺北市旅館564號,旅樂序精品旅館三館,(02)23758333,100臺北市中正區懷寧街34號1至8樓,3988,5188,41
63000,臺北市旅館565號,漫旅時光,(02)25617711,104臺北市中山區林森北路282號3樓,6600,9600,20
63000,臺北市旅館567號,洛碁大飯店忠孝館,(02)27116869,106臺北市大安區忠孝東路四段180號1樓、4樓至14樓,3000,28000,150
63000,臺北市旅館568號,旅城驛鎮南京二館,(02)25718875,104臺北市中山區南京東路2段11號11樓,2780,12700,10
63000,臺北市旅館569號,背包棧旅店-台北長春店,(02)25180188,104臺北市中山區長春路258巷6號2樓,2500,24000,43
63000,臺北市旅館570號,台北北門窩泊旅,(02)25525068,103臺北市大同區太原路92巷2之1、2之2、2之3、2之4號(1樓至4樓),540,4500,19
63000,臺北市旅館572號,斯格加旅店,(02)25629117,104臺北市中山區林森北路72號1樓至4樓,1500,7000,7
63000,臺北市旅館573號,詩漫精品旅館,(02)23820111,100臺北市中正區館前路8號6樓,9770,11530,33
63000,臺北市旅館575號,城市商旅昆明館（HOTEL PAPA WHALE）,(02)23311177,108臺北市萬華區昆明街46號地下1樓、46號及46號2至4樓、4樓之2、4樓之3,12020,22000,335
63000,臺北市旅館576號,碩美精品飯店,(02)25621598,104臺北市中山區中山北路2段71號3樓,15000,26800,25
63000,臺北市旅館577號,卡夫人背包客棧,(02)23881666,100臺北市中正區館前路34號7樓,300,6000,14
63000,臺北市旅館578號,禾裕 北車,(02)29643678,100臺北市中正區重慶南路一段1號3樓,1600,3600,23
63000,臺北市旅館579號,大安公園旅店,(02)23965222,100臺北市中正區信義路2段271號8樓,650,18000,13
63000,臺北市旅館580號,帛堯初見輕旅,(02)23886813,108臺北市萬華區忠孝西路2段38號,1600,8000,4
63000,臺北市旅館581號,進綵商旅,(02)25536711,103臺北市大同區迪化街一段334號1至3樓,5750,12000,6
63000,臺北市旅館582號,在家行旅西門館,(02)23619000,108臺北市萬華區昆明街96巷8號1樓,5000,20000,5
63000,臺北市旅館583號,涪美飯店,(02)23810086,100臺北市中正區重慶南路一段94號,5600,20000,49
63000,臺北市旅館584號,台灣青旅,(02)23613000,100臺北市中正區青島西路11號地下1樓,4000,5000,12
63000,臺北市旅館585號,夾腳拖的家長安122,(02)25585050,103臺北市大同區長安西路 122 號、124號 1至4樓,1000,5000,31
63000,臺北市旅館587號,仲信大湖商旅,(02)27932122,114臺北市內湖區成功路四段351、353號1至4樓,6000,6000,27
63000,臺北市旅館589號,朗司旅館,(02)27018110,106臺北市大安區信義路3段147巷18號、2樓至7樓、2樓之1及6樓之1,5500,18000,25
63000,臺北市旅館591號,皇后旅店二館,(02)25555877,103臺北市大同區南京西路163號四樓之2,6800,6800,30
63000,臺北市旅館592號,旅樂序精品旅館二館,(02)23757555,100臺北市中正區漢口街一段15號1至8樓,2488,9800,58
63000,臺北市旅館593號,東門3號膠囊旅店,(02)23583299,106臺北市大安區信義路2段110號,650,80000,4
63000,臺北市旅館594號,台北北投雅樂軒酒店,(02)77011788,112臺北市北投區中央里大業路302號、300巷1號，2樓,11000,28000,292
63000,臺北市旅館596號,柯達大飯店台北天津 ,(02)25812222,104臺北市中山區中山北路1段53巷22號、22號4樓至8樓 ,1500,15000,57
63000,臺北市旅館598號,東驛 E-HOUSE,(02)23615161,108臺北市萬華區西寧南路155號3F,7000,7000,13
63000,臺北市旅館599號,錦棧商旅,(02)77012121,104臺北市中山區林森北路413號2樓、7樓、7樓之14及錦州街46號7樓、48號7樓、46號13樓、48號13樓,14800,29800,92
63000,臺北市旅館601號,東旅,(02)27663889,105臺北市松山區南京東路五段97號地下1樓、1樓夾層、1至10樓,5800,15000,35
63000,臺北市旅館602號,樂山水靜旅館 OrigInn,(02)25588843,103臺北市大同區南京西路247號,8880,8880,5
63000,臺北市旅館603號,洛碁大飯店南港館,(02)27893009,115臺北市南港區忠孝東路七段526號1-14樓、528號2-14樓,3000,30000,120
63000,臺北市旅館605號,陽光士林珮柏旅館,(02)28817588,111臺北市士林區福德路48巷6、8、10、12號1至7樓,6000,9500,56
63000,臺北市旅館607號,侘侘行旅,(02)89782345,100臺北市中正區公園路13號8樓、9樓,15000,15000,49
63000,臺北市旅館608號,愛玩客旅店,(02)23316008,108臺北市萬華區西寧南路30號12樓,500,2000,1
63000,臺北市旅館611號,柯達大飯店 台北長安,(02)25169999,104臺北市中山區松江路61之1號1樓、4樓至11樓,1000,30000,103
63000,臺北市旅館612號,尚美精旅,(02)25230188,104臺北市中山區民生西路16號4樓,15000,22000,14
63000,臺北市旅館613號,慕誠行旅,(02)27252168,110臺北市信義區基隆路二段48號1樓至3樓,100,50000,33
63000,臺北市旅館616號,町記憶旅店2館,(02)23709830,108臺北市萬華區昆明街113號2-4樓，115號1-4樓,16800,38800,27
63000,臺北市旅館617號,旅晨行旅,(02)23116388,100臺北市中正區重慶南路一段1號2樓,1300,7200,23
63000,臺北市旅館618號,世民酒店台北北門,07-10161061,100臺北市中正區中華路一段3號(1樓至26樓),6000,20000,267
63000,臺北市旅館619號,皇家玫瑰旅館 雙城館,(02)25958077,104臺北市中山區雙城街28巷8號、8號2樓至4樓、8之1號(1樓)、8之3號(2樓)、8之5號(3樓)、8之7號(4樓),3500,20000,17
63000,臺北市旅館620號,美好行旅北車重慶館,03-2873706,100臺北市中正區重慶南路一段1號5樓,12800,16800,14
63000,臺北市旅館622號,亞太飯店 北投館,(02)28983088,112臺北市北投區幽雅路31號,10000,38390,140
63000,臺北市旅館623號,旅樂序精品旅館五館,(02)23756777,100臺北市中正區重慶南路一段20號B1樓至10樓,5200,6400,57
63000,臺北市旅館624號,凱達大飯店,(02)23066777,108臺北市萬華區艋舺大道167號,9800,68800,745
63000,臺北市旅館625號,台北臥客旅店,(02)25557177,103臺北市大同區甘谷街26號7樓,3000,3000,13
63000,臺北市旅館626號,台灣柒天精品旅店,(02)23085222,108臺北市萬華區環河南路二段282號1至4樓,2000,3000,36
63000,臺北市旅館627號,謙商旅(谷墨商旅-師大館),(02)23955535,106臺北市大安區和平東路一段145號2至4樓、147 號5至6樓、6樓之1、6樓之2,15880,20880,92
63000,臺北市旅館628號,台北這地方微旅店,(02)25637522,104臺北市中山區吉林路294號(1樓)及294之1號(2樓),1500,6000,3
63000,臺北市旅館629號,阿樹國際旅店,(02)25787728,105臺北市松山區八德路三段76號1樓、4樓至14樓,10400,36000,141
63000,臺北市旅館630號,文舺行旅,(02)23064990,108臺北市萬華區西園路一段139號1-4樓,2600,4800,9
63000,臺北市旅館631號,儷客旅店-站前店,(02)23118081,100臺北市中正區忠孝西路一段72號5樓及5樓之1,3000,21000,30
63000,臺北市旅館632號,富裕自由旅店林森館,(02)25671333,104臺北市中山區林森北路85巷23號1至2樓,10000,15000,11
63000,臺北市旅館633號,南陽街壹號旅店,(02)23888377,100臺北市中正區南陽街1號3樓至4樓,3000,4800,79
63000,臺北市旅館634號,漫映旅舍,(02)25222111,104臺北市中山區吉林路32號1-5樓,1500,20000,14
63000,臺北市旅館635號,和昌商務旅館台北西門館,(02)23088828,108臺北市萬華區桂林路24號1-5樓,3500,4800,16
63000,臺北市旅館636號,合星旅館,(02)27218225,106臺北市大安區忠孝東路四段147巷5號3樓,1000,5000,18
63000,臺北市旅館638號,智慧環境會館-菁山遊憩區,(02)28625116,111臺北市士林區菁山路101巷71弄16號,3500,10000,17
63000,臺北市旅館640號,城市商旅 北門館,(02)25525777,103臺北市大同區長安西路265號1至6樓及267號1至6樓,9000,12000,65
63000,臺北市旅館641號,慶爾喜旅館長沙一館,(02)77309920,108臺北市萬華區長沙街二段11號2樓,2200,3000,15
63000,臺北市旅館642號,慶爾喜旅館長沙二館,(02)77309920,108臺北市萬華區長沙街二段11號3樓之1,10000,10000,6
63000,臺北市旅館643號,泊居旅店,(02)25417766,104臺北市中山區林森北路96號3樓、3樓之1 ,6800,9900,14
63000,臺北市旅館644號,睡覺盒子旅館,(02)55713712,100臺北市中正區衡陽路34號1樓及36號地下之1、地下之2,1300,6000,41
63000,臺北市旅館646號,台北五號商旅,(02)23883067,100臺北市中正區延平南路160之5號(1樓至4樓),12000,12000,6
63000,臺北市旅館647號,謙匯普樂室行旅,(02)87864188,110臺北市信義區信義路5段109號地下1樓,580,9900,40
63000,臺北市旅館648號,木文陶喜時尚旅館,(02)27494698,110臺北市信義區基隆路一段155號2樓之2、2樓之3,6800,12800,15
63000,臺北市旅館649號,吉泰旅店,(02)28822278,111臺北市士林區大東路93號1至4樓,6000,6000,19
63000,臺北市旅館650號,米窩飯店-大安,(02)27520006,106臺北市大安區忠孝東路四段107號7樓、7樓之2,2000,18000,20
63000,臺北市旅館651號,台北宿之酒店．臻品之選,(02)23755511,108臺北市萬華區環河南路一段51號2至14樓,30000,80000,87
63000,臺北市旅館652號,苓旅松山小巨蛋館,0977-694944,105臺北市松山區八德路三段2號14樓 ,4500,24000,34
63000,臺北市旅館654號,福爾摩莎北驛旅館,(02)23816089,100臺北市中正區漢口街1段45號2、4樓及47號2樓,2000,15000,41
63000,臺北市旅館655號,果芒驛站旅店,(02)23706808,100臺北市中正區忠孝西路一段50號23樓之18 ,3000,6000,2
63000,臺北市旅館656號,台北士林萬麗酒店,(02)88612389,111臺北市士林區中山北路五段470巷8號,6000,180000,104
63000,臺北市旅館657號,天成文旅 華山町,(02)23515188,100臺北市中正區忠孝東路二段79號（1-3樓）,6000,9500,72
63000,臺北市旅館659號,城鄉旅坊台北,(02)25029955,104臺北市中山區松江路95之1號4樓,3880,9880,11
63000,臺北市旅館661號,宜家居商旅,(02)28910502,112臺北市北投區中和街40號3樓及3樓之1,4900,4900,39
63000,臺北市旅館662號,陽明山美國渡假村,(02)28623232,111臺北市士林區凱旋路69號、71號及61巷2弄6至10號,3980,8700,28
63000,臺北市旅館663號,五月家青旅 北車館,(02)23822929,100臺北市中正區忠孝西路一段122號6樓,600,4000,5
